index,top_pairs,processed_func
7240,"[(180339, 24.82001599883485), (180644, 23.11651895526612), (179249, 22.154567414884173), (181669, 20.106240918611864), (180238, 17.982197948884085), (181670, 16.130403538414694), (179113, 15.925400220502983), (186917, 13.164232160739825), (180274, 12.54287659222052), (177923, 12.398851015678472), (183482, 12.07822623583666), (178046, 11.794238648381878), (181391, 11.511698367365216), (180254, 11.361456134587002), (180249, 11.332453034256725), (183481, 11.201758949868704), (180273, 10.96215437610295), (180236, 10.874086628919256), (179601, 10.675282129758063), (180214, 10.395120271379357)]","PHP_FUNCTION(apache_response_headers) /* {{{ */
{
	if (ZEND_NUM_ARGS() > 0) {
		WRONG_PARAM_COUNT;
	}

	if (!&SG(sapi_headers).headers) {
		RETURN_FALSE;
	}
	array_init(return_value);
	zend_llist_apply_with_argument(&SG(sapi_headers).headers, (llist_apply_with_arg_func_t)add_response_header, return_value TSRMLS_CC);
}
/* }}} */
"
159725,"[(181720, 43.68794664618544), (181718, 43.634506350800365), (181766, 43.58965857353619), (181770, 42.187063301537755), (181759, 41.927441967125546), (177798, 41.79342241577167), (181783, 41.307538672687336), (181736, 40.217687019824616), (181756, 39.91501583567221), (178664, 39.689124837978795), (181787, 39.25061551996262), (181744, 39.200881847155166), (181298, 39.10933227332744), (181791, 39.02129284121038), (181772, 38.92310232784419), (181980, 38.78812750848689), (181775, 38.277561178683776), (181294, 38.03327688562258), (181813, 37.96983015264404), (181812, 37.96506181374151)]","scoped_refptr<Image> WebGLRenderingContextBase::DrawImageIntoBuffer(
    scoped_refptr<Image> pass_image,
    int width,
    int height,
    const char* function_name) {
  scoped_refptr<Image> image(std::move(pass_image));
  DCHECK(image);

  IntSize size(width, height);
  CanvasResourceProvider* resource_provider =
      generated_image_cache_.GetCanvasResourceProvider(size);
  if (!resource_provider) {
    SynthesizeGLError(GL_OUT_OF_MEMORY, function_name, ""out of memory"");
    return nullptr;
  }

  if (!image->CurrentFrameKnownToBeOpaque())
    resource_provider->Canvas()->clear(SK_ColorTRANSPARENT);

  IntRect src_rect(IntPoint(), image->Size());
  IntRect dest_rect(0, 0, size.Width(), size.Height());
  PaintFlags flags;
  image->Draw(resource_provider->Canvas(), flags, dest_rect, src_rect,
              kDoNotRespectImageOrientation,
              Image::kDoNotClampImageToSourceRect, Image::kSyncDecode);
  return resource_provider->Snapshot();
}
"
170156,"[(184480, 21.553094623088988), (184832, 18.22916506961212), (185731, 13.742068629370163), (186491, 13.20301010994019), (186495, 10.285401806463923), (186043, 9.103416484150468), (187613, 8.972722172015231), (185220, 7.833174919367022), (186375, 7.1047626300815026), (182169, 6.4354643254971045), (184588, 6.259335574429414), (186493, 6.075531888958206), (186492, 5.904368890859888), (188507, 5.882524327537054), (186194, 5.815309885352644), (185796, 5.769801526950367), (187251, 5.758898830030311), (183962, 5.470406799969689), (185728, 5.04024809596439), (186490, 4.904805602552009)]","void PasswordAutofillAgent::OnSetLoggingState(bool active) {
  logging_state_active_ = active;
}
"
112159,"[(184374, 55.23590719635272), (183638, 17.71280828506772), (183924, 10.900457480919995), (185154, 10.768066026413834), (183923, 10.37126279292139), (184597, 10.071224654823162), (183664, 9.435562166633668), (184941, 9.232179653805664), (184382, 8.8853713216945), (183322, 8.270459147280276), (185363, 8.067827445457764), (187630, 7.846653022657438), (184352, 7.764349163986367), (186425, 7.744310050348388), (185151, 7.307559684310544), (180093, 7.161049975647684), (180841, 7.137173058840056), (185803, 7.090504797758286), (184698, 7.0844285516248995), (183124, 7.078064064563809)]","DictionaryValue* AppSettingsToValue(
    const sync_pb::AppNotificationSettings& proto) {
  DictionaryValue* value = new DictionaryValue();
  SET_BOOL(initial_setup_done);
  SET_BOOL(disabled);
  SET_STR(oauth_client_id);
  return value;
}
"
147677,"[(181155, 36.65605664506384), (178185, 33.824829899270554), (180958, 32.793982861805674), (186868, 31.569437356926635), (183599, 30.35214896545758), (186272, 27.481591390260256), (185300, 27.017508728914073), (186059, 26.678670243827384), (186406, 26.459845194711534), (182190, 25.33162403798055), (186770, 25.18221881215346), (187584, 24.577189457079154), (188013, 24.577189457079154), (180072, 24.204035850860244), (180582, 22.430539309775728), (182415, 22.087254717507374), (179403, 21.296982954544333), (183689, 20.440034150994695), (186515, 20.369196995642213), (187582, 20.254882457578827)]","static void PartiallyRuntimeEnabledOverloadedVoidMethodMethod(const v8::FunctionCallbackInfo<v8::Value>& info) {
  scheduler::CooperativeSchedulingManager::Instance()->Safepoint();

  bool is_arity_error = false;

  switch (std::min(test_object_v8_internal::PartiallyRuntimeEnabledOverloadedVoidMethodMethodMaxArg(), info.Length())) {
    case 1:
      if (RuntimeEnabledFeatures::RuntimeFeature2Enabled()) {
        if (V8TestInterface::HasInstance(info[0], info.GetIsolate())) {
          PartiallyRuntimeEnabledOverloadedVoidMethod2Method(info);
          return;
        }
      }
      if (RuntimeEnabledFeatures::RuntimeFeature1Enabled()) {
        if (true) {
          PartiallyRuntimeEnabledOverloadedVoidMethod1Method(info);
          return;
        }
      }
      break;
    case 2:
      if (true) {
        PartiallyRuntimeEnabledOverloadedVoidMethod3Method(info);
        return;
      }
      break;
    case 3:
      if (RuntimeEnabledFeatures::RuntimeFeature3Enabled()) {
        if (true) {
          PartiallyRuntimeEnabledOverloadedVoidMethod4Method(info);
          return;
        }
      }
      break;
    default:
      is_arity_error = true;
  }

  ExceptionState exception_state(info.GetIsolate(), ExceptionState::kExecutionContext, ""TestObject"", ""partiallyRuntimeEnabledOverloadedVoidMethod"");
  if (is_arity_error) {
    if (info.Length() < test_object_v8_internal::PartiallyRuntimeEnabledOverloadedVoidMethodMethodLength()) {
      exception_state.ThrowTypeError(ExceptionMessages::NotEnoughArguments(test_object_v8_internal::PartiallyRuntimeEnabledOverloadedVoidMethodMethodLength(), info.Length()));
      return;
    }
  }
  exception_state.ThrowTypeError(""No function was found that matched the signature provided."");
}
"
49899,"[(178462, 49.2920023239217), (177925, 46.322006263728056), (178190, 39.652218657806365), (178235, 34.86050270786164), (180107, 33.085162411674126), (178240, 32.60438548603655), (183652, 27.047872872853045), (178236, 24.851631544267782), (186378, 23.342158723533924), (183648, 23.32192956320073), (185186, 23.101605495446755), (187906, 22.580289474744067), (186946, 22.47780567100652), (178468, 22.233151882062742), (183650, 22.13296281260757), (182405, 19.376542526631997), (187280, 18.791373261399286), (180151, 18.574330636775503), (178229, 18.52508057696567), (177743, 18.508897228558812)]","phar_entry_info * phar_open_jit(phar_archive_data *phar, phar_entry_info *entry, char **error) /* {{{ */
{
	if (error) {
		*error = NULL;
	}
	/* seek to start of internal file and read it */
	if (FAILURE == phar_open_entry_fp(entry, error, 1)) {
		return NULL;
	}
	if (-1 == phar_seek_efp(entry, 0, SEEK_SET, 0, 1)) {
		spprintf(error, 4096, ""phar error: cannot seek to start of file \""%s\"" in phar \""%s\"""", entry->filename, phar->fname);
		return NULL;
	}
	return entry;
}
/* }}} */
"
72127,"[(178162, 24.90158626508056), (183480, 20.18474149287906), (178139, 16.506109346702566), (187510, 16.383221776042355), (181171, 16.152607294554137), (184304, 15.112044266972621), (178227, 15.107133771671927), (178352, 14.39770293036378), (182751, 12.49100327339447), (183510, 12.331179026347808), (183511, 11.013521548256298), (180583, 11.009068407710764), (178825, 10.982386841699348), (181363, 10.942849715760106), (187492, 10.765101571958265), (187700, 10.6285162393112), (178161, 9.95362683673843), (179728, 9.847131026829079), (179336, 9.796527359211964), (187593, 9.47830313016129)]","_rpc_signal_job(slurm_msg_t *msg)
{
	signal_job_msg_t *req = msg->data;
	uid_t req_uid = g_slurm_auth_get_uid(msg->auth_cred,
					     conf->auth_info);
	uid_t job_uid;
	List steps;
	ListIterator i;
	step_loc_t *stepd = NULL;
	int step_cnt  = 0;
	int fd;

	debug(""_rpc_signal_job, uid = %d, signal = %d"", req_uid, req->signal);
	job_uid = _get_job_uid(req->job_id);
	if ((int)job_uid < 0)
		goto no_job;

	/*
	 * check that requesting user ID is the SLURM UID or root
	 */
	if ((req_uid != job_uid) && (!_slurm_authorized_user(req_uid))) {
		error(""Security violation: kill_job(%u) from uid %d"",
		      req->job_id, req_uid);
		if (msg->conn_fd >= 0) {
			slurm_send_rc_msg(msg, ESLURM_USER_ID_MISSING);
			if (slurm_close(msg->conn_fd) < 0)
				error (""_rpc_signal_job: close(%d): %m"",
				       msg->conn_fd);
			msg->conn_fd = -1;
		}
		return;
	}

	/*
	 * Loop through all job steps for this job and signal the
	 * step's process group through the slurmstepd.
	 */
	steps = stepd_available(conf->spooldir, conf->node_name);
	i = list_iterator_create(steps);
	while ((stepd = list_next(i))) {
		if (stepd->jobid != req->job_id) {
			/* multiple jobs expected on shared nodes */
			debug3(""Step from other job: jobid=%u (this jobid=%u)"",
			       stepd->jobid, req->job_id);
			continue;
		}

		if (stepd->stepid == SLURM_BATCH_SCRIPT) {
			debug2(""batch script itself not signalled"");
			continue;
		}

		step_cnt++;

		fd = stepd_connect(stepd->directory, stepd->nodename,
				   stepd->jobid, stepd->stepid,
				   &stepd->protocol_version);
		if (fd == -1) {
			debug3(""Unable to connect to step %u.%u"",
			       stepd->jobid, stepd->stepid);
			continue;
		}

		debug2(""  signal %d to job %u.%u"",
		       req->signal, stepd->jobid, stepd->stepid);
		if (stepd_signal_container(
			    fd, stepd->protocol_version, req->signal) < 0)
			debug(""signal jobid=%u failed: %m"", stepd->jobid);
		close(fd);
	}
	list_iterator_destroy(i);
	FREE_NULL_LIST(steps);

no_job:
	if (step_cnt == 0) {
		debug2(""No steps in jobid %u to send signal %d"",
		       req->job_id, req->signal);
	}

	/*
	 *  At this point, if connection still open, we send controller
	 *   a ""success"" reply to indicate that we've recvd the msg.
	 */
	if (msg->conn_fd >= 0) {
		slurm_send_rc_msg(msg, SLURM_SUCCESS);
		if (slurm_close(msg->conn_fd) < 0)
			error (""_rpc_signal_job: close(%d): %m"", msg->conn_fd);
		msg->conn_fd = -1;
	}
}
"
177172,"[(188303, 26.78653574741875), (184399, 21.962743228135796), (187903, 20.27294135150409), (188241, 19.98777176236635), (184396, 19.258598115774806), (180931, 19.045026694219715), (185021, 18.707605112204455), (185022, 18.707605112204455), (180960, 17.450598340875562), (187550, 16.68420664826596), (187611, 16.10028420902622), (182745, 15.592671580938841), (179943, 15.576780083791478), (183758, 15.293663895488145), (183665, 15.21634800469921), (179932, 14.715672682777614), (188117, 14.09981265643162), (184848, 13.860912066347819), (184849, 13.834077897720762), (188248, 13.427575892667923)]","OMX_ERRORTYPE SoftVideoDecoderOMXComponent::getExtensionIndex(
 const char *name, OMX_INDEXTYPE *index) {
 if (!strcmp(name, ""OMX.google.android.index.prepareForAdaptivePlayback"")) {
 *(int32_t*)index = kPrepareForAdaptivePlaybackIndex;
 return OMX_ErrorNone;
 }

 return SimpleSoftOMXComponent::getExtensionIndex(name, index);
}
"
147721,"[(186272, 87.38648784315438), (185300, 52.42313866254962), (185302, 45.578068229148755), (185301, 45.578068229148755), (187305, 41.81611804548526), (187291, 39.85925811948764), (186227, 38.339942585778694), (186059, 38.06030897589602), (186418, 37.301684508135324), (185643, 36.61760659343233), (185977, 36.25821556501025), (185979, 35.47644195098273), (186086, 34.16581098681113), (185033, 33.1057555678227), (185956, 31.671626601571173), (185981, 29.520350098933108), (186916, 28.232014292771307), (186060, 27.98583284246663), (184758, 26.774391418630433), (183861, 26.066515809329864)]","static void RaisesExceptionLongAttributeAttributeSetter(
    v8::Local<v8::Value> v8_value, const v8::FunctionCallbackInfo<v8::Value>& info) {
  v8::Isolate* isolate = info.GetIsolate();
  ALLOW_UNUSED_LOCAL(isolate);

  v8::Local<v8::Object> holder = info.Holder();
  ALLOW_UNUSED_LOCAL(holder);

  TestObject* impl = V8TestObject::ToImpl(holder);

  ExceptionState exception_state(isolate, ExceptionState::kSetterContext, ""TestObject"", ""raisesExceptionLongAttribute"");

  int32_t cpp_value = NativeValueTraits<IDLLong>::NativeValue(info.GetIsolate(), v8_value, exception_state);
  if (exception_state.HadException())
    return;

  impl->setRaisesExceptionLongAttribute(cpp_value, exception_state);
}
"
111274,"[(184343, 11.241318709585679), (184344, 10.70684541330812), (183973, 7.306350548118533), (185559, 6.764742445448597), (185560, 6.582298410958591), (184086, 6.383174612199196), (188621, 5.3138504943351625), (188622, 5.06019918036248), (183748, 4.9226109320701195), (184704, 4.75931854245976), (183970, 4.587275058351375), (183972, 4.437475302567516), (183944, 4.376863776833555), (183950, 4.329133909410945), (183968, 4.308430924717201), (183725, 4.153144715413863), (184705, 4.015562538226101), (183926, 3.98201027843196), (183928, 3.7999520314023845), (188613, 3.780260468605303)]","    virtual void performInternal(WebPagePrivate* webPagePrivate)
    {
        webPagePrivate->m_webPage->popupListClosed(webPagePrivate->m_cachedPopupListSelectedIndex);
    }
"
80530,"[(182667, 13.860281411437661), (181855, 11.74149600654871), (187321, 11.679280610314931), (181858, 11.238967143968877), (181859, 11.0095626568358), (179602, 9.10092961099787), (177755, 8.880433048176599), (177756, 8.66144932841567), (178345, 8.338738906994708), (179138, 8.114920113990674), (178426, 7.524271696769544), (182578, 7.283323109866922), (182579, 7.161441508756382), (178222, 6.398423751451775), (179600, 6.195278160110362), (178477, 6.018177492554836), (177824, 5.752702845251775), (180738, 5.462696807895873), (179601, 5.352768265739669), (177974, 5.273092006882759)]","GF_Box *tims_New()
{
	ISOM_DECL_BOX_ALLOC(GF_TSHintEntryBox, GF_ISOM_BOX_TYPE_TIMS);
	return (GF_Box *)tmp;
}
"
159576,"[(187044, 26.786884186996744), (185124, 9.981033251174036), (185123, 9.947413905194427), (181318, 9.3969595557984), (187127, 8.862307794464924), (187345, 8.142322186864146), (186670, 8.071187934950252), (185663, 7.645713561156799), (183488, 7.639885209328047), (185666, 7.228331499540863), (187177, 7.2131845513801665), (187187, 6.968789634804273), (187327, 6.826497495748067), (183653, 6.414552405013212), (187189, 6.279005119265486), (187040, 6.245763549829488), (185273, 6.0019180378948915), (187137, 5.9522142599603995), (178020, 5.907329921834197), (186632, 5.418315091438249)]","KURL Document::OpenSearchDescriptionURL() {
  static const char kOpenSearchMIMEType[] =
      ""application/opensearchdescription+xml"";
  static const char kOpenSearchRelation[] = ""search"";

  if (!GetFrame() || GetFrame()->Tree().Parent())
    return KURL();

  if (!LoadEventFinished())
    return KURL();

  if (!head())
    return KURL();

  for (HTMLLinkElement* link_element =
           Traversal<HTMLLinkElement>::FirstChild(*head());
       link_element;
       link_element = Traversal<HTMLLinkElement>::NextSibling(*link_element)) {
    if (!DeprecatedEqualIgnoringCase(link_element->GetType(),
                                     kOpenSearchMIMEType) ||
        !DeprecatedEqualIgnoringCase(link_element->Rel(), kOpenSearchRelation))
      continue;
    if (link_element->Href().IsEmpty())
      continue;

    WebFeature osd_disposition;
    scoped_refptr<SecurityOrigin> target =
        SecurityOrigin::Create(link_element->Href());
    if (IsSecureContext()) {
      osd_disposition = target->IsPotentiallyTrustworthy()
                            ? WebFeature::kOpenSearchSecureOriginSecureTarget
                            : WebFeature::kOpenSearchSecureOriginInsecureTarget;
    } else {
      osd_disposition =
          target->IsPotentiallyTrustworthy()
              ? WebFeature::kOpenSearchInsecureOriginSecureTarget
              : WebFeature::kOpenSearchInsecureOriginInsecureTarget;
    }
    UseCounter::Count(*this, osd_disposition);

    return link_element->Href();
  }

  return KURL();
}
"
